RT,HH_ID,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPEHUGQ,ACCESSINET,ACR,AGS,BATH,BDSP,BLD,BROADBND,COMPOTHX,CONP,DIALUP,ELEFP,ELEP,FS,FULFP,FULP,GASFP,GASP,HFL,HISPEED,HOTWAT,INSP,LAPTOP,MHP,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMARTPHONE,SMP,STOV,TABLET,TEL,TEN,VACS,VALP,VEH,WATFP,WATP,YRBLT,CPLT,FINCP,FPARC,GRNTP,GRPIP,HHL,HHLANP,HHLDRAGEP,HHLDRHISP,HHLDRRAC1P,HHT,HHT2,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXAMT,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FCOMPOTHXP,FCONP,FDIALUPP,FELEP,FFINCP,FFSP,FFULP,FGASP,FGRNTP,FHFLP,FHINCP,FHISPEEDP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FPLMPRP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMARTPHONP,FSMOCP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTABLETP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYRBLTP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,GEO_CODE
H,8189,5,103,3,10,1059761,1070512,8,2,1,1.0,,,1.0,2.0,4.0,1.0,2.0,,2.0,3.0,420.0,1.0,2.0,,2.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,5.0,2.0,900.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,0.0,1.0,,1970.0,,10250.0,4.0,1320.0,101.0,1.0,9500.0,46.0,1.0,2.0,3.0,7.0,10250.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,12,3,9,10,3,7,9,2,9,9,9,3,12,12,17,12,3,11,8,8,3,13,11,9,16,8,8,17,7,11,12,13,3,2,3,2,13,7,10,8,12,2,8,10,2,9,8,3,10,8,9,3,12,21,16,11,2,11,8,8,3,14,8,8,21,11,7,12,6,9,8,14,3,3,3,3,10,6,10001040204
H,8190,5,101,3,10,1105263,1117630,11,2,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,180.0,2.0,2.0,,2.0,,1.0,1.0,9.0,460.0,1.0,,,,,3.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,189000.0,2.0,3.0,600.0,1950.0,1.0,2200.0,4.0,,,1.0,9500.0,73.0,1.0,1.0,1.0,2.0,2200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,337.0,,0.0,1.0,825.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,12,12,21,19,13,22,4,19,3,11,4,4,10,11,14,11,11,13,10,18,4,4,11,9,19,13,11,12,12,18,14,13,4,3,19,17,3,4,20,11,13,11,3,3,12,3,20,4,18,12,19,16,13,11,12,14,12,11,11,4,18,21,12,10,3,12,12,11,13,4,13,12,20,20,3,4,20,21,10001040204
H,8191,5,300,3,10,1078962,1093093,14,2,1,1.0,,,1.0,2.0,6.0,1.0,2.0,,2.0,1.0,,1.0,2.0,,3.0,,3.0,1.0,9.0,,2.0,,,,,,2.0,1.0,6.0,2.0,410.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,1.0,,1990.0,,38000.0,2.0,410.0,13.0,1.0,9500.0,30.0,1.0,1.0,2.0,10.0,38000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,,,1.0,0.0,,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,25,27,15,14,16,4,11,24,13,24,23,5,16,4,13,16,4,12,14,4,19,23,13,17,14,4,13,25,15,23,22,3,13,4,16,13,4,14,16,4,22,20,13,15,14,4,13,23,17,20,23,3,12,5,15,10,4,12,14,4,23,24,13,13,15,5,16,25,12,25,20,4,16,5,13,17,4,16,10001040204
H,8192,5,200,3,10,1059761,1070512,16,6,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,,2.0,3.0,120.0,2.0,2.0,,4.0,200.0,2.0,1.0,9.0,,1.0,,,,,,2.0,1.0,6.0,2.0,880.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,3.0,3.0,360.0,1940.0,,65770.0,3.0,1230.0,22.0,1.0,9500.0,35.0,1.0,9.0,3.0,6.0,65770.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,0.0,0.0,3.0,,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,,,1.0,0.0,,3.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,12,4,29,13,14,20,6,38,18,20,4,15,7,5,30,31,15,17,4,14,16,31,5,17,19,19,42,6,17,17,26,12,33,30,4,6,19,12,5,16,16,27,5,18,13,22,28,7,18,15,28,21,30,35,8,5,14,20,26,13,16,5,23,20,15,22,5,30,17,12,5,17,5,4,33,28,15,18,28,10001040204
H,8193,5,103,3,10,1078962,1093093,18,1,1,1.0,,,1.0,2.0,7.0,1.0,2.0,,2.0,3.0,90.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,5.0,2.0,1200.0,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,1.0,2.0,,1970.0,,,,1290.0,27.0,1.0,9500.0,79.0,1.0,1.0,6.0,5.0,57700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,24,6,16,5,5,17,5,28,16,15,17,25,15,5,15,33,30,18,18,15,39,5,20,5,5,19,5,30,17,16,15,33,17,5,16,27,29,17,17,16,5,29,17,32,35,19,25,6,17,15,15,6,18,28,15,5,5,17,18,16,6,30,15,28,32,20,26,4,18,18,16,6,20,28,17,6,5,18,17,10001040204
H,8194,5,101,3,10,1078962,1093093,11,3,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,150.0,2.0,2.0,,4.0,180.0,1.0,1.0,9.0,600.0,1.0,,1.0,750.0,1.0,1.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,120000.0,2.0,3.0,840.0,1940.0,,31800.0,4.0,,,1.0,9500.0,66.0,1.0,1.0,3.0,7.0,43800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,32.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,1150.0,3.0,0.0,1.0,725.0,1.0,14.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,11,12,19,11,3,19,17,3,11,11,3,9,3,11,11,12,15,10,18,3,10,10,3,12,17,3,3,17,11,11,20,11,19,11,10,12,3,10,17,3,11,9,3,13,18,3,4,18,12,11,18,10,17,10,12,11,3,12,4,16,11,12,20,10,4,18,17,3,11,10,3,11,3,10,11,10,17,10,3,10001040204
H,8195,5,200,3,10,1000000,1029928,38,2,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,,2.0,3.0,300.0,1.0,2.0,,4.0,100.0,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,5.0,2.0,510.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,3.0,2.0,,1940.0,1.0,142000.0,4.0,910.0,8.0,1.0,9500.0,67.0,1.0,1.0,1.0,2.0,142000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,2.0,1.0,3.0,,,1.0,0.0,,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,57,11,48,76,61,36,36,36,32,32,12,38,53,12,38,11,38,69,41,60,9,67,44,10,10,40,42,38,36,33,63,42,11,64,31,56,44,12,44,10,59,10,34,65,68,36,34,31,37,39,12,40,61,15,41,10,36,59,38,57,11,76,41,11,11,33,42,33,38,45,66,34,10,65,35,68,34,12,39,12,10001040204
H,8196,5,300,3,10,1000000,1029928,5,3,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,250.0,2.0,2.0,,4.0,100.0,3.0,1.0,9.0,0.0,1.0,,2.0,1200.0,1.0,1.0,2.0,1.0,10.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,450000.0,2.0,3.0,1100.0,2010.0,1.0,150000.0,1.0,,,1.0,9500.0,37.0,1.0,1.0,1.0,1.0,150000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1642.0,3.0,0.0,1.0,1250.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,5,6,10,9,2,8,5,5,2,2,1,5,5,9,2,5,9,9,2,2,9,8,6,5,7,5,2,10,5,4,6,2,9,5,5,1,5,6,5,5,5,6,9,9,2,9,5,4,1,2,1,6,5,9,2,5,10,9,1,1,9,10,5,6,5,5,2,8,5,5,5,2,9,6,5,1,6,5,10001040204
H,8197,5,101,3,10,1105263,1117630,8,1,1,1.0,,,1.0,0.0,5.0,1.0,2.0,,2.0,3.0,150.0,2.0,2.0,,4.0,20.0,1.0,2.0,9.0,,2.0,,,,,,2.0,1.0,2.0,2.0,700.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,0.0,2.0,,1970.0,,,,870.0,75.0,1.0,9500.0,30.0,1.0,1.0,6.0,5.0,14000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,8,3,7,8,2,11,9,7,2,8,8,14,8,8,2,15,14,7,3,8,12,7,2,2,8,8,3,13,8,13,16,8,14,3,8,8,9,16,10,2,7,14,8,8,14,3,7,7,14,9,8,2,8,10,13,3,2,7,14,9,3,7,14,12,8,7,13,3,6,3,3,8,3,13,7,8,9,3,10001040204
H,8198,5,101,3,10,1000000,1029928,36,1,1,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,3.0,100.0,1.0,2.0,,3.0,,3.0,2.0,9.0,,1.0,,,,,,2.0,1.0,3.0,2.0,950.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,2.0,,1980.0,,,,1050.0,101.0,1.0,9500.0,69.0,24.0,8.0,6.0,5.0,11000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,1.0,1.0,2.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,23,52,30,71,36,49,48,38,14,84,44,12,26,35,12,33,12,39,10,49,27,44,52,57,38,46,78,26,10,50,48,15,33,46,9,48,14,39,14,59,51,48,40,57,29,35,55,28,10,43,53,12,38,40,8,53,11,28,10,35,28,69,34,37,37,36,44,58,19,91,81,9,42,28,19,46,11,36,11,10001040204
H,8199,5,101,3,10,1078962,1093093,11,3,1,1.0,1.0,,1.0,3.0,3.0,1.0,2.0,,2.0,3.0,200.0,1.0,2.0,,4.0,150.0,1.0,2.0,9.0,,2.0,,,,,,2.0,1.0,6.0,2.0,760.0,1.0,9.0,2.0,1.0,2.0,,1.0,2.0,1.0,3.0,,,0.0,3.0,1400.0,1939.0,3.0,250.0,1.0,1227.0,54.0,1.0,9500.0,32.0,1.0,2.0,3.0,3.0,27250.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,,4.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,17,18,13,12,12,10,10,4,8,15,4,13,3,10,19,9,16,3,3,10,18,13,12,9,11,10,10,3,9,22,3,12,3,14,15,8,19,3,3,10,20,16,13,10,9,11,10,3,9,16,3,11,3,13,17,8,21,3,2,11,15,19,10,9,12,10,11,3,12,16,3,16,2,9,16,11,17,2,3,10001040204
H,8200,5,103,3,10,1059761,1070512,0,1,2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001040204
H,8201,5,101,3,10,1059761,1070512,5,4,1,1.0,1.0,,1.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,350.0,2.0,3.0,1500.0,3.0,,4.0,1.0,9.0,1000.0,1.0,,1.0,2600.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,675000.0,2.0,3.0,2000.0,1980.0,1.0,102400.0,2.0,,,1.0,9500.0,42.0,1.0,1.0,1.0,1.0,102400.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,38.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3242.0,3.0,0.0,1.0,4550.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,6,8,1,3,9,1,1,4,4,6,3,4,5,4,7,5,5,4,8,7,1,1,8,6,2,7,7,4,5,1,4,5,4,3,1,5,5,4,7,7,2,1,7,4,2,8,6,4,5,1,4,4,4,5,2,4,4,4,1,1,7,7,2,4,6,1,1,4,3,8,5,5,4,4,8,4,5,10001040204
H,8202,5,102,3,10,1105263,1117630,13,1,1,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,300.0,2.0,2.0,,4.0,80.0,3.0,1.0,9.0,500.0,1.0,,,,,3.0,2.0,1.0,5.0,,,1.0,9.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,275000.0,1.0,3.0,360.0,1980.0,,,,,,1.0,9500.0,94.0,1.0,1.0,6.0,5.0,37100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,18.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,564.0,,0.0,1.0,1350.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,24,3,13,13,22,4,12,12,3,13,13,4,13,14,14,4,22,22,24,14,3,19,13,13,4,19,13,14,22,13,12,22,14,13,13,22,4,4,4,12,4,22,12,12,4,23,13,12,23,14,15,24,14,12,12,24,4,4,4,13,20,4,11,13,24,3,12,13,4,12,14,4,14,13,12,4,21,22,23,14,10001040204
H,8203,5,200,3,10,1059761,1070512,12,1,1,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,,2.0,3.0,90.0,1.0,3.0,100.0,3.0,,4.0,1.0,9.0,,1.0,,,,,,2.0,1.0,8.0,2.0,800.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,2.0,,1970.0,,,,898.0,34.0,3.0,1170.0,61.0,1.0,1.0,4.0,9.0,32000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,21,4,4,19,13,11,20,12,16,10,15,11,4,10,4,13,12,4,18,18,3,23,24,3,15,12,4,11,3,14,11,13,22,13,23,12,10,3,21,12,4,24,21,4,12,9,5,12,3,13,11,11,24,11,16,11,11,20,3,13,20,5,4,17,14,14,21,10,17,13,13,13,4,15,3,11,12,23,10001040204
H,8204,5,300,3,10,1000000,1029928,19,1,1,1.0,,,1.0,1.0,8.0,1.0,2.0,,2.0,3.0,50.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,2.0,2.0,870.0,1.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,1.0,1.0,,2000.0,,,,920.0,25.0,1.0,9500.0,27.0,1.0,1.0,4.0,9.0,44500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25,36,6,18,16,5,17,15,5,16,20,21,5,28,38,36,28,7,18,20,21,7,36,20,21,37,18,20,29,18,19,22,28,5,5,6,6,31,21,19,20,4,34,21,22,32,22,27,31,18,24,19,34,6,5,6,4,26,18,24,22,34,5,17,19,5,18,19,5,17,20,19,7,34,39,29,28,6,20,10001040204
H,8205,5,102,3,10,1000000,1029928,12,1,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,100.0,2.0,3.0,1000.0,3.0,,4.0,1.0,9.0,600.0,1.0,,1.0,1100.0,1.0,1.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,360000.0,1.0,3.0,360.0,1950.0,,,,,,1.0,9500.0,31.0,1.0,1.0,4.0,9.0,77900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,20.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,1313.0,3.0,0.0,1.0,875.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,12,12,4,19,3,12,22,19,21,10,3,18,11,12,12,12,3,4,12,3,3,20,11,13,12,17,11,11,12,4,11,10,18,4,22,19,10,12,3,11,11,11,3,20,3,11,21,17,16,13,4,19,12,13,12,11,3,3,11,4,4,21,10,11,12,21,10,12,12,3,12,11,18,4,19,21,12,12,10001040204
H,8206,5,300,3,10,1059761,1070512,13,2,1,3.0,1.0,,1.0,2.0,3.0,,2.0,,,3.0,90.0,2.0,2.0,,3.0,,3.0,,9.0,,2.0,,,,,,,1.0,3.0,1.0,1000.0,1.0,9.0,,1.0,2.0,,1.0,2.0,1.0,3.0,,,1.0,3.0,800.0,2000.0,,,,1157.0,38.0,1.0,9500.0,53.0,1.0,1.0,7.0,8.0,36600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12,21,4,4,4,4,20,13,11,4,23,12,12,20,11,11,22,14,12,11,13,24,4,4,4,4,22,13,14,3,18,13,12,21,14,12,22,14,13,14,12,4,20,19,21,22,4,12,13,20,4,12,11,5,13,13,4,12,14,14,12,4,25,23,20,23,4,11,13,19,4,12,11,5,13,12,4,13,12,13,10001040204
